time,weathercode,max_temperature,min_temperature,mean_temperature,apparent_temperature_mean,shortwave_radiation,rainfall,max_wind_speed,max_wind_gust,dominant_Wind_Direction,evapotranspiration,rain_tomorrow,year,month,day
2013-07-07,53,24.8,21.2,22.6,25.4,17.75,7.3,16.3,44.6,226,3.14,1,2013,7,7
2013-07-08,61,25.0,21.0,22.5,25.2,16.96,10.5,15.6,43.9,229,3.0,1,2013,7,8
2013-07-09,63,25.2,20.9,22.4,25.1,13.68,12.8,15.3,50.0,222,2.45,1,2013,7,9
2013-07-11,51,25.2,21.0,22.9,25.4,16.98,1.3,14.8,41.8,217,3.17,1,2013,7,11
2013-07-12,53,26.2,21.2,23.2,25.9,21.39,3.2,17.2,49.0,223,3.9,1,2013,7,12
2013-07-13,53,25.9,21.2,23.2,25.6,19.98,1.8,17.1,45.0,226,3.73,1,2013,7,13
2013-07-14,53,26.1,21.0,23.2,25.8,20.67,1.5,16.3,45.0,226,3.87,1,2013,7,14
2013-07-15,53,25.3,21.0,22.9,25.1,17.14,3.5,18.1,46.8,220,3.2,1,2013,7,15
2013-07-16,61,24.9,21.1,22.5,24.8,16.76,7.8,18.4,59.0,223,2.91,1,2013,7,16
2013-07-17,53,25.7,21.1,22.7,25.0,16.36,2.2,17.0,44.6,217,3.1,1,2013,7,17
2013-07-18,53,25.3,21.1,22.8,25.2,18.05,3.3,17.0,51.1,223,3.24,1,2013,7,18
2013-07-19,53,25.7,21.3,23.0,25.4,18.09,3.0,18.2,57.6,220,3.37,1,2013,7,19
2013-07-20,51,25.8,21.4,23.2,25.6,16.01,0.9,16.3,51.1,222,3.12,1,2013,7,20
2013-07-21,51,26.1,21.3,23.2,25.7,17.55,3.0,18.0,58.3,230,3.31,1,2013,7,21
2013-07-22,61,25.0,21.0,22.5,24.9,16.14,11.6,18.4,52.6,227,2.86,1,2013,7,22
2013-07-23,53,25.6,21.1,22.7,25.2,18.18,4.1,16.0,52.6,218,3.29,1,2013,7,23
2013-07-24,51,25.4,21.2,23.1,25.3,18.07,2.3,17.4,56.2,217,3.43,1,2013,7,24
2013-07-25,53,25.0,21.4,22.7,25.3,15.11,3.3,14.8,53.6,217,2.82,1,2013,7,25
2013-07-26,61,26.0,21.1,23.0,25.6,16.31,3.8,14.4,45.0,213,3.08,1,2013,7,26
2013-07-27,51,26.9,20.6,23.5,26.5,22.49,0.5,14.7,38.5,226,4.29,1,2013,7,27
2013-07-28,51,26.6,20.4,23.6,26.5,20.72,0.7,15.3,42.8,224,3.94,1,2013,7,28
2013-07-29,51,27.3,21.2,23.8,26.6,21.72,1.6,14.5,40.0,222,4.16,1,2013,7,29
2013-07-30,51,26.5,21.2,23.5,25.7,23.08,0.6,19.3,50.0,230,4.32,0,2013,7,30
2013-07-31,3,26.8,21.5,23.6,25.8,23.02,0.0,19.9,52.2,230,4.37,1,2013,7,31
2013-08-01,51,27.0,21.5,23.7,26.0,21.67,1.9,20.1,52.2,230,4.11,1,2013,8,1
2013-08-02,61,25.3,21.4,22.9,25.7,16.85,6.8,14.8,55.1,223,3.04,1,2013,8,2
2013-08-03,61,26.5,20.9,23.3,26.0,20.74,6.3,16.3,43.9,236,3.9,1,2013,8,3
2013-08-06,53,25.6,20.2,22.5,25.0,18.44,2.5,16.8,47.5,227,3.34,1,2013,8,6
2013-08-07,51,26.1,20.1,22.8,25.4,21.88,2.2,15.5,40.7,225,4.0,1,2013,8,7
2013-08-08,53,25.5,20.6,22.6,24.9,20.87,3.8,17.3,46.1,225,3.74,1,2013,8,8
2013-08-09,55,25.7,20.6,22.6,25.0,19.64,3.7,16.6,42.8,224,3.59,1,2013,8,9
2013-08-10,53,25.8,20.7,22.7,25.4,17.34,2.9,15.2,42.1,223,3.24,1,2013,8,10
2013-08-11,61,25.7,20.4,22.6,25.6,17.97,5.1,15.3,39.6,215,3.27,1,2013,8,11
2013-08-12,63,25.8,20.8,22.7,25.5,18.62,5.6,15.4,40.3,217,3.37,1,2013,8,12
2013-08-13,53,24.9,20.8,22.5,24.9,18.28,2.6,16.0,43.2,221,3.27,1,2013,8,13
2013-08-14,53,26.3,19.8,22.8,25.3,20.86,2.1,16.6,43.6,218,3.89,1,2013,8,14
2013-08-15,51,26.2,19.4,22.7,25.0,21.12,1.1,17.4,45.0,216,3.93,0,2013,8,15
2013-08-16,2,26.7,19.2,22.7,25.1,20.89,0.0,17.3,45.0,214,3.99,1,2013,8,16
2013-08-17,51,26.7,19.4,22.9,25.5,20.32,1.4,15.0,40.3,217,3.88,1,2013,8,17
2013-08-18,51,27.0,20.0,23.1,25.8,21.15,0.9,16.0,41.0,218,4.02,0,2013,8,18
2013-08-19,3,26.7,20.0,23.0,25.4,20.97,0.0,16.0,41.8,218,4.0,1,2013,8,19
2013-08-20,51,27.3,20.4,23.3,25.9,21.97,0.1,16.9,42.5,221,4.18,1,2013,8,20
2013-08-21,61,26.4,21.2,23.1,25.6,21.55,5.0,18.4,51.1,221,3.97,1,2013,8,21
2013-08-22,53,26.9,20.7,23.4,25.7,21.38,1.9,17.9,46.4,223,4.07,1,2013,8,22
2013-08-23,51,26.4,20.7,23.3,25.6,20.84,0.5,17.9,45.7,220,3.96,1,2013,8,23
2013-08-24,51,26.7,20.1,23.1,25.6,21.52,0.8,16.6,41.4,219,4.08,1,2013,8,24
2013-08-25,51,26.8,20.2,23.2,25.8,22.2,1.3,16.1,42.5,220,4.22,1,2013,8,25
2013-08-26,53,27.1,20.0,23.5,26.6,21.11,2.7,12.1,34.9,214,4.11,0,2013,8,26
2013-08-27,3,28.7,20.2,24.4,27.7,20.31,0.0,11.8,31.3,219,4.14,1,2013,8,27
2013-08-30,61,28.9,21.5,24.8,29.4,21.65,6.8,7.0,26.3,59,4.32,1,2013,8,30
2013-08-31,63,27.7,21.5,23.9,28.2,17.88,9.8,8.8,32.4,225,3.52,1,2013,8,31
2013-09-01,55,27.3,21.5,23.7,27.3,14.98,2.3,10.0,30.6,214,3.01,1,2013,9,1
2013-09-02,61,27.3,20.9,23.4,26.8,15.83,3.6,12.5,37.1,214,3.15,1,2013,9,2
2013-09-03,61,26.8,20.9,23.0,25.8,16.3,4.4,16.5,48.2,215,3.18,1,2013,9,3
2013-09-04,51,26.6,21.0,23.0,25.7,14.97,0.3,15.5,43.6,216,2.99,1,2013,9,4
2013-09-05,51,25.3,20.8,22.6,25.0,17.49,2.0,16.1,44.3,216,3.31,1,2013,9,5
2013-09-06,63,25.8,20.6,22.1,24.9,15.65,8.3,14.5,38.5,217,2.93,1,2013,9,6
2013-09-07,55,25.0,20.2,22.1,24.7,14.6,3.3,13.4,40.3,215,2.75,1,2013,9,7
2013-09-08,61,24.9,20.1,22.0,24.7,13.35,6.9,13.8,35.6,215,2.5,1,2013,9,8
2013-09-09,63,24.2,20.6,21.9,24.6,14.46,10.2,15.0,49.3,220,2.59,1,2013,9,9
2013-09-10,63,25.0,20.9,22.4,24.9,13.85,7.3,16.4,45.4,218,2.54,1,2013,9,10
2013-09-11,61,24.4,21.0,22.2,24.5,13.58,6.6,16.4,47.9,222,2.49,1,2013,9,11
2013-09-12,55,24.3,20.7,21.9,24.1,13.29,8.0,19.2,52.2,222,2.41,1,2013,9,12
2013-09-13,53,24.9,20.6,22.1,24.6,16.55,5.2,14.8,45.4,224,2.96,1,2013,9,13
2013-09-14,63,25.3,21.1,22.5,25.2,16.83,8.4,16.0,47.5,217,3.04,1,2013,9,14
2013-09-15,51,26.3,21.1,23.3,25.6,20.84,1.6,19.7,51.8,220,3.93,1,2013,9,15
2013-09-16,53,26.3,21.8,23.3,25.6,17.88,2.2,18.6,47.9,217,3.42,1,2013,9,16
2013-09-17,61,25.7,21.1,22.7,25.2,14.03,11.8,18.3,55.4,221,2.65,1,2013,9,17
2013-09-19,53,26.3,21.6,23.1,25.5,18.09,3.2,19.8,51.1,226,3.32,1,2013,9,19
2013-09-20,55,25.5,21.7,23.1,25.7,16.39,4.3,17.9,58.0,223,2.96,1,2013,9,20
2013-09-21,53,26.7,20.5,23.3,25.8,20.34,2.8,19.8,51.5,223,3.82,1,2013,9,21
2013-09-22,51,27.3,20.6,23.5,26.4,22.51,0.3,17.7,45.0,219,4.26,0,2013,9,22
2013-09-23,3,27.5,19.2,23.2,26.3,22.17,0.0,13.1,35.3,225,4.27,0,2013,9,23
2013-09-24,2,27.4,19.1,23.0,25.7,23.42,0.0,14.0,37.4,218,4.52,1,2013,9,24
2013-09-25,51,27.6,18.9,23.5,26.7,22.42,0.5,13.0,34.2,221,4.37,0,2013,9,25
2013-09-26,2,28.2,19.9,23.7,26.9,21.63,0.0,12.0,31.3,221,4.33,0,2013,9,26
2013-09-27,2,28.0,19.8,23.5,26.3,21.78,0.0,11.9,31.7,225,4.35,0,2013,9,27
2013-09-28,2,27.4,19.0,23.0,25.6,21.99,0.0,15.0,38.9,221,4.26,0,2013,9,28
2013-09-29,2,27.2,19.1,23.0,25.2,23.32,0.0,17.4,46.4,220,4.47,1,2013,9,29
2013-09-30,51,27.0,19.3,23.3,25.8,22.82,1.2,17.3,45.4,221,4.34,1,2013,9,30
2013-10-01,53,26.8,20.5,23.3,26.1,21.27,2.9,15.3,45.4,217,3.96,1,2013,10,1
2013-10-02,51,26.9,19.8,23.1,25.5,19.68,1.6,17.1,48.6,216,3.83,0,2013,10,2
2013-10-03,3,27.8,19.7,23.7,26.3,22.38,0.0,15.9,41.4,217,4.4,1,2013,10,3
2013-10-04,53,26.5,20.9,23.3,26.2,19.21,2.2,14.3,38.2,220,3.74,1,2013,10,4
2013-10-05,51,26.9,19.0,23.0,26.1,19.74,1.6,11.9,35.6,219,3.81,0,2013,10,5
2013-10-06,1,27.7,18.6,22.7,24.7,23.94,0.0,13.6,36.7,212,4.73,1,2013,10,6
2013-10-07,51,27.6,18.7,23.5,26.2,20.72,0.8,14.3,37.4,218,4.09,0,2013,10,7
2013-10-08,2,28.0,20.2,23.5,25.6,23.07,0.0,14.6,40.0,217,4.67,1,2013,10,8
2013-10-09,53,26.9,20.3,23.4,25.7,19.39,1.7,18.7,47.2,222,3.8,1,2013,10,9
2013-10-10,55,26.6,21.3,23.2,25.9,17.64,2.7,16.1,49.0,218,3.4,1,2013,10,10
2013-10-11,53,26.7,21.2,23.3,25.7,18.53,4.6,19.5,47.2,223,3.61,1,2013,10,11
2013-10-12,53,25.8,21.1,22.8,25.4,16.65,3.6,15.8,53.6,218,3.08,1,2013,10,12
2013-10-13,53,26.7,20.3,23.3,26.0,18.36,1.9,14.9,47.2,214,3.59,0,2013,10,13
2013-10-14,2,27.9,20.1,23.8,26.9,21.46,0.0,13.7,34.9,221,4.24,0,2013,10,14
2013-10-15,2,28.1,20.1,23.9,26.8,21.79,0.0,12.5,35.6,224,4.34,1,2013,10,15
2013-10-16,55,28.2,20.0,24.1,28.0,20.81,6.3,8.4,27.0,226,4.12,1,2013,10,16
2013-10-20,63,24.1,20.3,21.5,24.4,9.99,14.3,12.2,40.7,211,1.88,1,2013,10,20
2013-10-21,61,25.0,20.4,22.2,25.0,16.58,6.1,15.0,46.8,216,3.0,1,2013,10,21
2013-10-22,53,25.7,20.7,22.8,25.6,16.58,3.3,14.6,46.1,215,3.05,1,2013,10,22
2013-10-23,53,26.4,20.0,23.0,25.8,18.68,1.9,15.8,41.8,214,3.54,0,2013,10,23
2013-10-24,2,27.3,20.0,23.7,26.9,20.36,0.0,13.7,37.8,215,3.94,1,2013,10,24
2013-10-25,61,27.2,19.9,23.2,26.6,16.78,1.8,13.0,36.0,215,3.3,0,2013,10,25
2013-10-26,1,27.9,19.6,23.4,26.5,22.49,0.0,10.9,31.0,216,4.45,1,2013,10,26
2013-10-27,61,27.7,19.6,23.5,27.0,18.96,2.2,12.2,33.8,218,3.7,1,2013,10,27
2013-10-28,53,27.2,20.3,23.5,27.2,18.85,1.7,11.1,31.7,225,3.62,1,2013,10,28
2013-10-29,61,27.3,20.1,23.5,27.2,18.45,2.3,7.9,25.6,215,3.62,1,2013,10,29
2013-11-01,63,27.3,20.0,23.4,27.7,20.24,7.3,6.9,28.8,51,3.9,1,2013,11,1
2013-11-02,63,26.5,20.8,22.8,26.7,15.77,12.8,8.1,32.8,62,3.03,1,2013,11,2
2013-11-03,53,26.9,20.8,23.3,26.8,18.19,1.9,10.1,36.7,72,3.54,1,2013,11,3
2013-11-04,53,27.3,20.6,23.7,27.6,18.04,1.4,8.4,33.8,77,3.53,1,2013,11,4
2013-11-05,53,27.3,20.2,23.3,27.0,18.83,0.7,10.0,31.3,74,3.65,1,2013,11,5
2013-11-06,51,26.9,19.1,23.0,26.6,18.13,1.2,6.9,27.7,60,3.52,1,2013,11,6
2013-11-07,63,26.5,18.8,22.5,25.9,18.23,6.9,8.7,35.6,69,3.47,0,2013,11,7
2013-11-08,1,26.8,19.8,23.2,26.7,19.08,0.0,10.4,28.8,46,3.66,1,2013,11,8
2013-11-09,55,27.0,21.3,23.8,27.9,17.91,3.5,6.2,24.5,30,3.49,1,2013,11,9
2013-11-10,63,27.1,21.3,23.5,27.4,18.85,6.3,6.3,22.0,14,3.7,1,2013,11,10
2013-11-11,63,26.3,21.2,22.9,26.8,15.76,8.1,9.8,29.2,33,2.97,1,2013,11,11
2013-11-12,53,25.3,19.5,22.5,26.1,9.28,2.5,8.3,23.8,34,1.93,1,2013,11,12
2013-11-13,51,25.6,19.2,22.2,25.3,16.5,1.7,11.4,28.4,302,3.17,0,2013,11,13
2013-11-14,3,26.1,18.4,22.9,25.9,17.37,0.0,10.0,28.4,3,3.38,1,2013,11,14
2013-11-16,55,25.1,18.5,21.9,25.3,12.49,8.7,6.4,26.6,319,2.47,1,2013,11,16
2013-11-17,63,26.3,19.5,22.9,26.7,14.72,11.5,4.5,21.2,76,2.92,1,2013,11,17
2013-11-18,53,26.6,19.2,22.7,26.6,18.44,3.3,6.0,19.4,55,3.58,1,2013,11,18
2013-11-20,51,26.5,19.2,23.3,26.6,19.36,0.1,10.5,28.4,20,3.74,0,2013,11,20
2013-11-21,2,27.4,18.8,23.7,27.4,21.05,0.0,7.5,22.0,20,4.12,1,2013,11,21
2013-11-22,63,27.0,20.9,23.3,27.4,18.43,6.2,6.4,24.8,38,3.56,1,2013,11,22
2013-11-24,61,25.3,20.7,22.6,26.6,9.48,10.0,5.4,18.0,1,1.98,1,2013,11,24
2013-11-25,53,26.8,20.4,23.1,26.9,17.17,2.4,9.0,24.8,40,3.31,1,2013,11,25
2013-11-26,51,27.1,19.4,23.2,26.8,18.8,0.5,8.0,24.8,16,3.66,0,2013,11,26
2013-11-27,2,26.4,18.8,23.0,26.0,20.29,0.0,10.2,28.4,6,3.88,0,2013,11,27
2013-11-30,61,25.3,19.2,22.5,25.7,14.65,8.8,7.2,24.5,64,2.88,1,2013,11,30
2013-12-02,61,25.4,20.9,22.4,25.5,12.15,6.2,9.7,32.8,56,2.41,1,2013,12,2
2013-12-03,53,24.0,20.8,22.2,24.8,12.24,2.8,12.8,38.2,58,2.32,1,2013,12,3
2013-12-06,63,24.6,20.1,21.7,25.2,11.87,10.7,11.2,38.2,322,2.18,1,2013,12,6
2013-12-07,51,24.9,20.4,22.5,26.0,14.08,1.5,11.5,30.6,331,2.61,1,2013,12,7
2013-12-08,53,25.5,20.7,22.3,26.0,15.51,3.1,11.9,34.9,322,2.84,1,2013,12,8
2013-12-11,2,26.4,18.6,22.6,25.6,19.43,0.0,8.0,23.8,317,3.72,1,2013,12,11
2013-12-12,61,27.0,18.4,23.2,26.8,19.84,6.7,8.0,22.7,255,3.85,1,2013,12,12
2013-12-14,61,25.6,18.9,22.3,25.7,13.02,6.2,11.5,35.6,50,2.5,1,2013,12,14
2013-12-18,51,24.6,19.6,21.9,24.5,11.84,0.2,13.0,33.5,44,2.26,1,2013,12,18
2013-12-20,51,24.9,20.5,22.5,25.6,14.17,1.5,11.0,28.8,53,2.66,1,2013,12,20
2013-12-21,51,25.6,20.7,22.7,25.8,14.52,0.1,8.4,25.9,53,2.83,0,2013,12,21
2013-12-24,53,24.2,20.6,22.1,24.7,11.94,3.5,14.9,43.6,52,2.28,1,2013,12,24
2013-12-25,53,23.6,18.5,21.0,22.8,12.06,1.2,16.5,42.5,44,2.2,0,2013,12,25
2013-12-27,3,24.7,18.9,21.4,23.5,15.87,0.0,11.5,36.0,44,3.02,0,2013,12,27
2013-12-28,3,24.6,19.3,21.5,24.1,14.59,0.0,8.7,23.8,46,2.78,0,2013,12,28
2013-12-31,3,24.9,19.8,21.8,24.2,17.12,0.0,13.6,40.3,51,3.1,0,2013,12,31
2014-01-01,2,25.2,19.1,21.7,23.4,18.09,0.0,14.8,36.7,52,3.39,1,2014,1,1
2014-01-02,61,24.1,19.1,21.4,23.6,12.77,7.5,11.8,31.0,51,2.46,1,2014,1,2
2014-01-03,51,24.0,19.9,21.6,24.4,11.96,0.3,11.0,32.4,37,2.24,1,2014,1,3
2014-01-06,61,24.9,19.4,22.0,25.3,14.32,4.6,9.4,29.5,260,2.7,1,2014,1,6
2014-01-07,63,25.2,20.0,22.2,25.8,10.2,11.9,5.4,22.7,127,2.06,1,2014,1,7
2014-01-08,51,26.9,20.3,23.2,26.9,19.26,0.3,6.4,19.1,75,3.72,1,2014,1,8
2014-01-09,51,25.9,20.8,22.8,26.0,17.94,0.5,10.5,31.0,58,3.36,0,2014,1,9
2014-01-10,3,25.5,19.8,22.3,24.8,18.21,0.0,9.7,28.8,51,3.43,0,2014,1,10
2014-01-11,2,25.6,19.1,22.3,25.1,19.8,0.0,8.5,25.6,49,3.71,1,2014,1,11
2014-01-13,53,24.8,19.3,21.5,24.6,13.61,4.7,11.3,30.6,49,2.51,0,2014,1,13
2014-01-14,2,26.3,19.4,23.0,26.5,15.93,0.0,6.5,19.4,55,3.11,1,2014,1,14
2014-01-17,2,25.5,19.7,22.2,24.8,18.14,0.0,10.9,29.5,51,3.38,0,2014,1,17
2014-01-18,1,25.8,19.5,22.1,24.6,19.31,0.0,10.6,28.1,52,3.62,0,2014,1,18
2014-01-21,2,25.6,19.5,22.2,24.3,20.29,0.0,14.0,35.3,52,3.78,0,2014,1,21
2014-01-22,2,25.4,20.1,22.1,24.6,17.96,0.0,11.4,32.8,57,3.31,0,2014,1,22
2014-01-23,1,26.0,19.9,22.4,25.0,19.88,0.0,10.0,28.8,56,3.74,0,2014,1,23
2014-01-27,51,24.6,18.6,21.5,23.4,15.6,0.2,16.0,40.0,47,2.84,1,2014,1,27
2014-01-28,51,24.4,19.8,21.7,24.1,13.2,0.1,12.8,34.2,51,2.5,1,2014,1,28
2014-01-29,61,24.4,20.4,21.6,24.4,10.09,8.7,11.8,33.5,46,1.9,1,2014,1,29
2014-01-30,51,25.3,20.2,22.6,25.3,16.14,0.3,12.0,33.8,48,3.04,1,2014,1,30
2014-01-31,51,25.7,20.7,22.8,25.5,18.21,0.6,11.5,33.5,57,3.4,0,2014,1,31
2014-02-01,1,26.3,19.7,23.0,25.6,19.4,0.0,13.0,33.8,56,3.66,0,2014,2,1
2014-02-02,2,25.4,20.0,22.3,24.4,20.11,0.0,15.6,40.0,60,3.68,0,2014,2,2
2014-02-03,1,26.3,18.8,22.0,24.0,22.55,0.0,11.4,31.3,61,4.25,0,2014,2,3
2014-02-14,1,28.1,18.7,23.5,26.5,22.18,0.0,7.6,25.2,25,4.39,0,2014,2,14
2014-02-15,3,27.8,19.2,23.8,26.9,17.52,0.0,9.2,27.0,300,3.61,0,2014,2,15
2014-02-16,3,28.2,21.2,24.5,28.0,19.59,0.0,10.5,28.4,292,4.0,0,2014,2,16
2014-02-17,2,28.5,21.7,24.6,28.4,20.55,0.0,9.5,29.5,22,4.18,0,2014,2,17
2014-02-18,1,28.1,20.7,24.0,26.6,21.23,0.0,13.8,36.0,64,4.38,1,2014,2,18
2014-02-19,51,27.5,20.5,23.7,26.8,18.89,1.2,10.8,29.5,49,3.75,1,2014,2,19
2014-02-20,53,26.3,20.5,23.2,26.3,16.61,1.3,10.1,29.2,59,3.24,1,2014,2,20
2014-02-21,51,27.7,19.7,23.7,26.9,19.74,0.5,9.7,29.2,59,3.96,0,2014,2,21
2014-02-22,0,28.5,19.1,23.9,26.6,23.65,0.0,12.6,34.9,60,4.81,1,2014,2,22
2014-02-23,53,28.3,19.6,23.6,27.0,19.03,1.7,6.6,22.3,71,3.83,0,2014,2,23
2014-02-24,1,28.0,21.2,24.1,26.9,21.53,0.0,14.0,38.5,74,4.35,0,2014,2,24
2014-02-25,1,27.8,20.3,23.9,26.2,22.29,0.0,14.3,39.6,70,4.57,0,2014,2,25
2014-02-26,2,28.6,20.6,24.1,26.9,22.87,0.0,10.4,29.9,66,4.66,1,2014,2,26
2014-02-27,51,28.0,20.6,24.0,27.3,20.38,1.0,5.9,23.0,65,4.05,1,2014,2,27
2014-02-28,53,29.0,20.2,24.1,27.7,20.87,1.4,7.1,24.5,50,4.2,0,2014,2,28
2014-03-01,3,29.0,20.3,24.1,27.0,23.2,0.0,10.5,28.4,59,4.75,0,2014,3,1
2014-03-02,3,29.0,20.2,24.2,27.0,21.63,0.0,10.3,27.7,53,4.51,0,2014,3,2
2014-03-03,2,29.1,20.8,24.6,27.5,21.4,0.0,6.6,25.6,55,4.38,1,2014,3,3
2014-03-04,51,28.5,20.5,24.8,28.2,21.6,0.4,5.4,21.6,65,4.39,1,2014,3,4
2014-03-05,53,29.0,21.0,24.5,28.0,21.28,2.0,6.9,24.1,75,4.32,1,2014,3,5
2014-03-06,51,29.5,20.5,24.7,28.2,22.04,0.6,7.2,26.3,73,4.49,1,2014,3,6
2014-03-07,53,28.0,21.4,23.9,27.1,17.19,1.6,11.2,33.5,72,3.49,0,2014,3,7
2014-03-08,3,28.3,21.1,24.0,26.5,18.43,0.0,12.3,34.2,70,3.92,0,2014,3,8
2014-03-09,3,27.7,20.3,23.8,25.9,19.41,0.0,13.8,36.0,64,4.16,0,2014,3,9
2014-03-10,0,29.4,19.2,24.0,26.0,25.25,0.0,11.9,32.4,68,5.33,0,2014,3,10
2014-03-11,1,28.4,18.7,23.3,24.7,24.2,0.0,14.3,39.6,72,5.08,0,2014,3,11
2014-03-12,2,27.9,19.6,23.7,25.4,20.33,0.0,13.7,39.6,69,4.36,0,2014,3,12
2014-03-13,1,28.8,19.0,23.8,25.2,23.51,0.0,15.6,42.8,69,5.04,0,2014,3,13
2014-03-14,1,28.8,18.1,23.2,24.1,25.24,0.0,14.5,42.5,72,5.4,0,2014,3,14
2014-03-15,3,28.6,18.4,23.8,25.9,20.91,0.0,12.7,37.8,59,4.45,0,2014,3,15
2014-03-16,2,29.0,20.3,24.5,26.6,20.87,0.0,15.5,45.0,68,4.51,1,2014,3,16
2014-03-17,51,28.9,20.8,24.7,27.4,19.66,0.5,14.3,45.0,69,4.19,1,2014,3,17
2014-03-18,61,29.3,21.9,24.6,27.7,19.48,2.4,16.2,46.8,76,4.06,1,2014,3,18
2014-03-19,63,28.6,21.6,24.0,28.0,14.26,14.1,5.0,28.8,96,2.97,1,2014,3,19
2014-03-20,53,28.6,21.2,24.6,28.7,17.99,3.0,5.6,24.8,93,3.7,1,2014,3,20
2014-03-21,51,30.6,20.8,25.6,29.7,23.28,0.2,9.4,30.6,75,4.82,0,2014,3,21
2014-03-22,3,30.8,20.0,25.7,29.0,24.13,0.0,7.0,25.2,36,4.97,0,2014,3,22
2014-03-24,1,30.7,20.1,25.2,28.0,24.89,0.0,8.9,29.9,73,5.2,0,2014,3,24
2014-03-26,1,30.8,20.2,25.4,27.6,24.83,0.0,15.0,41.8,74,5.52,1,2014,3,26
2014-03-27,51,29.7,20.5,24.8,28.2,20.57,1.3,9.4,33.8,69,4.29,1,2014,3,27
2014-04-07,61,28.8,21.6,24.8,29.2,21.73,9.0,6.0,24.1,324,4.37,1,2014,4,7
2014-04-08,61,28.4,21.2,24.5,28.8,19.97,4.6,6.6,23.4,214,4.0,1,2014,4,8
2014-04-09,51,28.6,20.6,24.6,28.7,22.57,0.5,8.3,27.0,242,4.53,1,2014,4,9
2014-04-10,53,29.5,20.1,24.7,28.1,24.22,2.4,6.1,28.1,224,4.93,1,2014,4,10
2014-04-11,53,29.4,19.9,24.7,28.1,21.57,1.8,7.2,28.4,240,4.5,1,2014,4,11
2014-04-12,61,29.8,20.8,25.0,28.6,23.16,5.2,7.1,28.8,224,4.71,1,2014,4,12
2014-04-13,53,30.1,20.8,25.6,29.2,23.28,2.1,7.3,29.5,333,4.84,1,2014,4,13
2014-04-14,53,30.1,21.1,25.4,28.7,22.51,2.2,6.6,32.0,329,4.68,1,2014,4,14
2014-04-15,51,30.1,20.7,25.7,28.9,23.54,1.1,8.8,31.0,330,4.9,1,2014,4,15
2014-04-16,53,29.5,21.9,25.2,28.7,21.86,2.6,8.2,28.1,282,4.55,1,2014,4,16
2014-04-17,63,29.0,22.1,25.1,28.7,21.29,7.0,9.0,29.2,238,4.31,1,2014,4,17
2014-04-18,61,29.6,21.5,24.9,29.0,20.15,6.0,9.5,31.0,248,4.11,1,2014,4,18
2014-04-19,51,30.7,21.5,25.9,29.6,22.6,0.3,7.9,27.4,282,4.73,0,2014,4,19
2014-04-21,55,29.8,22.8,25.7,30.2,21.64,4.2,5.9,25.2,347,4.45,1,2014,4,21
2014-04-25,55,29.1,21.0,25.2,29.7,21.54,4.4,6.0,25.6,238,4.34,1,2014,4,25
2014-04-26,53,30.2,21.7,26.1,30.6,22.66,1.2,6.9,26.3,267,4.69,1,2014,4,26
2014-05-04,63,27.6,22.0,23.7,28.2,13.58,10.9,6.5,24.1,221,2.71,1,2014,5,4
2014-05-06,61,27.9,21.6,23.5,28.0,11.08,7.8,6.4,30.6,172,2.28,1,2014,5,6
2014-05-07,61,28.5,21.7,24.0,28.1,16.97,3.9,12.5,36.0,199,3.38,1,2014,5,7
2014-05-08,61,28.2,21.4,24.1,28.1,17.79,5.9,11.8,34.2,210,3.51,1,2014,5,8
2014-05-09,55,27.8,21.3,24.2,28.3,18.97,3.6,10.3,36.7,218,3.68,1,2014,5,9
2014-05-10,51,27.5,21.8,24.3,28.2,17.23,1.2,13.0,36.4,216,3.39,1,2014,5,10
2014-05-11,53,27.9,21.4,24.3,28.4,18.42,1.6,9.9,30.2,223,3.66,1,2014,5,11
2014-05-12,61,27.6,21.2,24.2,28.3,18.06,4.1,11.1,30.6,218,3.54,1,2014,5,12
2014-05-13,61,28.5,21.2,24.4,28.3,19.78,2.6,12.7,36.4,218,3.87,1,2014,5,13
2014-05-14,61,27.7,21.5,24.2,27.9,20.94,3.5,13.4,36.4,220,4.02,0,2014,5,14
2014-05-15,3,27.8,21.5,24.2,27.7,20.49,0.0,13.9,36.7,227,3.98,1,2014,5,15
2014-05-16,51,27.7,21.4,24.3,27.9,22.12,1.2,14.4,38.5,224,4.17,1,2014,5,16
2014-05-17,51,27.4,20.0,23.7,26.9,21.29,0.2,13.4,34.2,222,4.11,1,2014,5,17
2014-05-18,53,28.3,19.8,24.4,28.3,21.2,2.0,10.7,31.0,223,4.21,1,2014,5,18
2014-05-19,51,28.4,21.3,24.5,28.4,20.83,0.9,11.5,31.0,225,4.12,1,2014,5,19
2014-05-20,51,28.3,21.5,24.7,28.4,20.4,1.3,13.7,37.4,222,4.03,1,2014,5,20
2014-05-21,51,27.1,21.8,24.0,27.1,17.7,1.3,16.4,41.8,212,3.43,1,2014,5,21
2014-05-22,51,28.0,22.2,24.7,28.1,20.58,0.6,16.0,47.2,219,4.06,0,2014,5,22
2014-05-23,3,28.4,22.3,24.8,28.3,21.7,0.0,16.9,42.8,218,4.22,1,2014,5,23
2014-05-24,51,28.7,22.2,24.9,28.4,19.61,0.4,15.2,40.7,219,3.93,1,2014,5,24
2014-05-25,53,26.9,22.7,24.4,27.8,18.45,2.7,15.0,41.0,218,3.54,1,2014,5,25
