time,weathercode,max_temperature,min_temperature,mean_temperature,apparent_temperature_mean,shortwave_radiation,rainfall,max_wind_speed,max_wind_gust,dominant_Wind_Direction,evapotranspiration,rain_tomorrow,year,month,day
2016-11-12,63,27.3,21.7,23.5,27.8,16.95,8.6,5.6,23.0,21,3.34,1,2016,11,12
2016-11-14,63,27.2,20.5,23.3,27.5,18.01,7.9,5.3,24.8,51,3.53,1,2016,11,14
2016-11-15,55,27.2,20.4,23.3,27.3,17.46,3.5,8.1,31.3,56,3.43,1,2016,11,15
2016-11-16,63,27.3,20.3,23.3,27.0,15.83,6.8,10.5,33.1,59,3.13,1,2016,11,16
2016-11-17,63,25.3,21.2,22.6,26.3,10.26,10.4,8.6,30.6,66,2.05,1,2016,11,17
2016-11-24,51,26.0,20.4,22.9,26.0,16.16,1.0,9.0,25.2,46,3.09,0,2016,11,24
2016-11-25,3,27.0,20.6,23.7,26.9,17.3,0.0,10.2,27.4,37,3.45,0,2016,11,25
2016-11-26,3,26.0,21.0,23.2,26.5,13.78,0.0,9.8,26.6,15,2.77,0,2016,11,26
2016-11-27,2,26.9,20.6,23.3,26.4,20.66,0.0,10.8,29.9,36,3.97,0,2016,11,27
2016-11-28,3,26.2,19.5,22.5,25.6,17.32,0.0,8.0,23.8,0,3.35,1,2016,11,28
2016-11-29,51,24.8,19.3,21.8,24.3,14.49,0.1,7.6,23.4,24,2.83,1,2016,11,29
2016-12-01,51,24.3,19.1,21.2,23.5,16.23,0.1,11.6,32.4,259,2.98,0,2016,12,1
2016-12-02,1,27.2,18.5,22.8,25.3,18.91,0.0,10.6,30.2,214,3.76,0,2016,12,2
2016-12-03,2,27.0,18.3,23.5,26.9,21.02,0.0,7.7,23.0,296,4.1,1,2016,12,3
2016-12-04,53,26.8,19.4,23.1,26.6,17.21,1.3,7.2,20.9,47,3.39,0,2016,12,4
2016-12-05,1,27.3,19.1,23.1,25.6,21.82,0.0,11.9,31.7,51,4.29,0,2016,12,5
2016-12-06,1,27.0,18.7,22.6,24.9,20.24,0.0,13.5,35.6,38,3.97,0,2016,12,6
2016-12-07,3,27.0,18.9,23.6,26.8,16.67,0.0,7.8,23.0,16,3.32,1,2016,12,7
2016-12-08,55,26.8,20.3,23.0,26.7,17.32,3.2,9.4,27.4,333,3.34,1,2016,12,8
2016-12-09,51,25.6,20.2,22.5,26.0,15.1,2.1,11.0,33.5,288,2.89,1,2016,12,9
2016-12-10,51,26.3,19.6,22.8,26.0,17.84,1.6,12.3,36.0,240,3.36,1,2016,12,10
2016-12-11,51,26.5,19.2,22.4,24.7,19.04,0.5,16.2,42.8,227,3.62,1,2016,12,11
2016-12-12,51,25.8,18.4,22.1,23.9,20.05,0.8,18.8,50.0,219,3.73,1,2016,12,12
2016-12-13,51,26.5,18.5,22.4,24.9,18.44,0.5,15.3,42.1,209,3.55,0,2016,12,13
2016-12-14,3,27.4,19.4,23.3,26.3,17.23,0.0,10.8,31.0,263,3.45,0,2016,12,14
2016-12-15,3,27.4,19.7,23.5,26.4,18.6,0.0,6.4,23.0,36,3.67,1,2016,12,15
2016-12-16,51,27.9,19.2,23.4,26.7,17.55,0.9,8.2,26.6,46,3.5,1,2016,12,16
2016-12-17,51,26.2,21.0,23.0,25.9,15.91,0.8,11.7,31.7,44,3.08,0,2016,12,17
2016-12-18,2,26.5,18.7,22.7,25.0,17.01,0.0,12.6,32.8,40,3.46,1,2016,12,18
2016-12-19,61,24.5,18.6,22.0,25.3,10.49,8.8,10.1,37.4,40,2.05,1,2016,12,19
2016-12-20,63,27.2,20.7,23.1,27.4,16.26,14.2,4.0,25.2,53,3.18,1,2016,12,20
2016-12-21,51,27.2,20.4,23.3,27.1,17.52,1.1,5.6,19.8,57,3.42,0,2016,12,21
2016-12-22,2,26.9,20.1,23.3,26.5,19.12,0.0,10.1,29.2,28,3.72,0,2016,12,22
2016-12-27,51,25.9,21.1,23.0,26.3,11.41,1.4,12.0,32.0,57,2.24,1,2016,12,27
2016-12-28,61,26.7,21.2,22.8,26.2,12.69,4.6,9.2,35.3,68,2.47,1,2016,12,28
2016-12-29,51,26.0,20.5,22.8,25.4,16.17,0.2,15.1,40.0,64,3.1,0,2016,12,29
2016-12-30,2,26.6,20.5,23.0,25.4,18.41,0.0,12.9,38.9,51,3.62,0,2016,12,30
2016-12-31,3,26.4,20.0,22.9,25.3,18.46,0.0,13.9,40.0,52,3.6,1,2016,12,31
2017-01-01,61,26.5,20.5,22.7,25.6,16.98,1.7,12.0,36.0,49,3.28,1,2017,1,1
2017-01-02,61,26.5,20.3,22.4,25.3,16.5,4.3,11.6,33.8,39,3.14,1,2017,1,2
2017-01-03,51,25.8,18.6,22.3,24.8,15.63,0.6,13.3,35.3,47,3.05,0,2017,1,3
2017-01-15,2,27.2,18.5,22.7,24.4,19.3,0.0,12.0,32.4,54,3.97,0,2017,1,15
2017-01-19,2,26.8,18.4,22.7,24.3,16.43,0.0,13.0,35.6,46,3.52,1,2017,1,19
2017-01-20,55,25.0,19.4,21.7,24.5,9.64,7.1,14.8,38.5,37,1.9,0,2017,1,20
2017-01-21,2,28.2,20.6,23.8,27.2,19.22,0.0,9.5,29.9,76,3.76,1,2017,1,21
2017-01-25,63,25.9,21.0,22.6,26.0,12.12,12.5,9.0,32.8,70,2.39,1,2017,1,25
2017-01-26,63,25.6,21.4,23.0,27.0,13.67,7.9,7.3,26.6,62,2.64,1,2017,1,26
2017-01-29,53,26.9,19.5,23.2,26.8,17.94,1.3,11.3,31.0,69,3.39,1,2017,1,29
2017-01-30,61,26.3,20.3,22.7,26.3,16.74,3.7,11.4,34.9,62,3.18,0,2017,1,30
2017-01-31,2,26.6,18.5,22.3,25.2,20.75,0.0,9.2,26.6,48,3.97,0,2017,1,31
2017-02-08,1,27.4,18.2,22.6,25.4,22.23,0.0,6.1,22.0,332,4.28,0,2017,2,8
2017-02-14,51,26.0,21.5,23.2,26.0,15.93,0.8,13.9,42.8,66,3.07,1,2017,2,14
2017-02-15,51,26.4,20.6,22.9,24.9,17.79,0.2,15.7,42.8,58,3.47,0,2017,2,15
2017-02-16,1,26.7,20.3,22.9,24.4,21.6,0.0,18.9,49.0,59,4.27,0,2017,2,16
2017-02-17,2,26.7,20.2,22.8,24.5,20.57,0.0,14.8,40.0,61,4.06,1,2017,2,17
2017-02-18,51,26.0,20.3,23.0,25.5,17.24,0.6,14.1,38.9,62,3.34,1,2017,2,18
2017-02-19,63,26.1,20.9,22.6,26.0,12.14,12.2,10.6,33.1,63,2.43,0,2017,2,19
2017-02-20,3,27.9,20.5,23.5,26.9,16.6,0.0,8.4,26.3,272,3.43,0,2017,2,20
2017-02-21,3,28.5,18.8,23.7,26.2,23.33,0.0,6.1,21.6,252,4.69,0,2017,2,21
2017-02-23,51,28.6,18.7,24.0,27.4,21.59,0.4,8.0,25.2,42,4.34,1,2017,2,23
2017-02-24,51,28.7,20.1,24.2,28.0,21.57,0.3,4.5,22.7,87,4.33,1,2017,2,24
2017-02-25,61,28.0,20.8,23.7,27.7,20.02,5.9,7.6,25.2,74,3.99,1,2017,2,25
2017-02-27,53,25.3,20.3,23.0,25.5,14.69,1.5,11.0,33.5,70,3.04,1,2017,2,27
2017-02-28,63,26.4,21.3,23.0,26.1,14.36,5.4,12.7,42.8,63,2.78,1,2017,2,28
2017-03-01,61,25.4,21.0,22.5,25.8,10.93,12.0,13.0,37.4,77,2.2,1,2017,3,1
2017-03-02,53,26.3,21.1,22.9,25.9,17.05,1.7,13.6,35.6,73,3.26,1,2017,3,2
2017-03-03,55,27.7,21.0,23.7,27.9,19.27,4.1,5.8,23.0,193,3.82,1,2017,3,3
2017-03-04,63,28.3,20.8,23.5,27.9,19.79,13.9,9.4,29.2,211,3.87,0,2017,3,4
2017-03-05,2,29.0,21.0,25.1,29.1,23.4,0.0,8.8,26.3,232,4.7,1,2017,3,5
2017-03-06,55,29.0,22.2,25.0,29.2,22.61,1.3,8.0,24.8,239,4.55,1,2017,3,6
2017-03-07,53,28.1,21.5,24.1,28.8,20.03,3.8,5.2,20.5,234,4.0,1,2017,3,7
2017-03-08,63,28.5,20.8,24.2,28.8,19.51,6.6,5.0,21.6,50,3.89,1,2017,3,8
2017-03-09,61,28.4,20.1,24.3,28.9,21.45,2.8,3.4,19.4,7,4.28,1,2017,3,9
2017-03-12,63,28.5,20.0,23.9,28.5,21.73,12.5,6.7,25.9,219,4.29,1,2017,3,12
2017-03-13,63,28.4,20.5,23.8,28.3,20.25,12.6,5.6,22.0,166,4.0,1,2017,3,13
2017-03-14,63,27.4,20.5,23.5,27.8,16.95,7.5,6.1,23.4,73,3.34,1,2017,3,14
2017-03-16,51,27.6,20.2,23.9,27.7,21.77,0.2,8.3,25.2,14,4.31,0,2017,3,16
2017-03-17,2,28.7,19.2,24.0,27.8,24.46,0.0,9.4,24.8,79,4.85,1,2017,3,17
2017-03-18,51,28.8,18.7,24.3,27.7,23.82,0.3,7.9,22.3,272,4.84,1,2017,3,18
2017-03-19,51,28.9,20.8,24.4,28.5,22.87,0.5,5.7,24.8,257,4.6,1,2017,3,19
2017-03-20,51,29.7,20.2,24.7,28.5,23.48,0.2,6.9,26.6,229,4.77,0,2017,3,20
2017-03-21,1,29.0,19.6,24.6,28.5,23.21,0.0,8.5,24.8,35,4.7,0,2017,3,21
2017-03-22,1,29.2,18.2,23.5,25.8,25.83,0.0,12.3,32.0,78,5.26,0,2017,3,22
2017-03-24,51,29.3,18.6,24.5,27.3,25.46,0.5,6.9,23.4,296,5.14,1,2017,3,24
2017-03-25,51,29.0,20.3,24.4,27.3,22.22,1.5,9.0,24.1,285,4.57,1,2017,3,25
2017-03-26,51,28.9,20.2,24.6,27.6,22.78,0.1,5.1,20.5,335,4.58,1,2017,3,26
2017-03-27,51,28.0,21.2,24.2,27.8,15.94,0.7,6.6,22.0,28,3.28,1,2017,3,27
2017-03-28,63,28.3,20.4,24.0,28.2,20.73,7.0,5.4,25.6,354,4.13,1,2017,3,28
2017-03-29,65,29.1,20.8,24.3,28.7,20.56,14.0,5.6,24.5,354,4.15,1,2017,3,29
2017-03-30,63,28.9,21.2,24.9,29.7,22.91,6.1,5.4,23.0,14,4.58,1,2017,3,30
2017-03-31,61,29.5,21.6,25.2,30.0,22.66,3.7,4.3,25.6,355,4.58,1,2017,3,31
2017-04-01,53,29.6,22.1,25.5,29.7,23.36,1.0,6.5,21.2,258,4.75,1,2017,4,1
2017-04-02,51,29.1,21.2,24.8,28.9,20.57,1.3,5.7,23.8,218,4.2,1,2017,4,2
2017-04-03,63,29.1,21.0,24.2,28.5,21.15,12.9,8.0,29.5,209,4.23,1,2017,4,3
2017-04-04,63,29.0,21.1,24.2,28.6,20.47,5.0,8.0,28.1,232,4.07,1,2017,4,4
2017-04-05,51,30.0,20.8,25.5,29.6,23.08,0.2,8.0,24.1,236,4.79,0,2017,4,5
2017-04-06,1,30.6,22.1,25.8,29.6,24.02,0.0,9.3,24.5,238,5.06,0,2017,4,6
2017-04-07,1,30.4,22.0,26.1,29.8,24.67,0.0,6.6,24.1,265,5.09,1,2017,4,7
2017-04-09,51,30.8,20.7,25.9,29.5,23.93,0.7,7.8,27.4,238,4.98,1,2017,4,9
2017-04-10,51,29.7,21.8,25.6,29.7,22.01,1.3,6.9,25.9,229,4.54,1,2017,4,10
2017-04-11,63,29.7,22.5,25.0,29.4,20.3,13.1,8.0,27.7,222,4.08,1,2017,4,11
2017-04-14,51,28.6,21.0,24.5,28.5,22.25,0.4,12.8,34.6,232,4.41,1,2017,4,14
2017-04-15,51,28.8,20.6,24.4,28.0,23.21,0.1,12.2,33.1,224,4.65,0,2017,4,15
2017-04-16,2,29.7,20.6,24.8,28.4,24.12,0.0,10.5,29.2,231,4.94,1,2017,4,16
2017-04-17,51,29.7,20.7,25.2,29.3,23.79,0.8,9.6,30.6,229,4.81,1,2017,4,17
2017-04-18,51,30.1,22.0,25.4,29.7,22.01,0.3,9.0,28.1,234,4.56,1,2017,4,18
2017-04-19,51,29.7,22.1,25.3,29.4,22.84,0.7,9.3,30.2,231,4.7,0,2017,4,19
2017-04-20,1,29.5,21.1,24.9,28.5,22.55,0.0,10.7,30.2,223,4.65,0,2017,4,20
2017-04-21,1,29.1,21.0,24.8,28.0,23.34,0.0,12.9,34.6,223,4.78,1,2017,4,21
2017-04-22,51,29.2,20.7,24.9,28.3,22.84,0.3,12.9,35.6,223,4.68,1,2017,4,22
2017-04-23,55,29.6,21.1,25.2,29.1,22.52,2.9,10.8,32.4,222,4.61,1,2017,4,23
2017-04-24,53,29.2,22.0,25.3,29.2,20.38,1.9,11.1,33.5,222,4.18,1,2017,4,24
2017-04-25,53,29.9,21.7,25.3,29.1,21.97,2.5,10.2,31.7,223,4.51,1,2017,4,25
2017-04-26,53,30.4,21.4,25.8,29.7,22.47,1.7,9.3,28.4,228,4.7,1,2017,4,26
2017-04-27,53,30.6,21.4,25.7,29.7,22.7,1.4,7.2,27.7,222,4.73,0,2017,4,27
2017-05-02,51,30.3,22.6,26.1,29.8,22.53,0.5,6.6,24.5,289,4.68,1,2017,5,2
2017-05-06,63,29.3,22.8,25.3,30.2,18.81,11.8,5.2,24.8,225,3.83,1,2017,5,6
2017-05-08,63,28.8,21.7,24.6,29.3,21.23,9.6,5.7,23.0,233,4.23,1,2017,5,8
2017-05-09,63,28.1,22.0,24.5,29.0,20.19,4.4,9.0,27.7,227,3.97,1,2017,5,9
2017-05-10,51,29.3,21.9,25.4,30.0,21.76,0.8,7.3,25.6,234,4.41,1,2017,5,10
2017-05-11,61,28.1,22.5,24.9,29.6,19.56,3.0,8.0,25.2,212,3.86,1,2017,5,11
2017-05-12,53,29.0,22.4,25.1,29.9,21.08,2.4,5.8,23.8,219,4.25,1,2017,5,12
2017-05-13,53,28.8,22.1,25.0,29.5,21.17,2.3,8.3,26.3,222,4.2,1,2017,5,13
2017-05-14,53,28.1,22.3,24.6,28.2,20.39,2.0,15.7,40.7,218,3.92,1,2017,5,14
2017-05-15,51,27.9,22.9,24.7,28.4,21.26,2.4,16.9,47.2,220,3.99,1,2017,5,15
2017-05-16,51,28.2,22.6,25.0,28.6,21.02,1.7,16.3,41.0,220,4.12,1,2017,5,16
2017-05-17,51,27.8,22.5,25.0,29.0,20.78,2.6,15.2,41.0,225,3.97,1,2017,5,17
2017-05-18,63,26.9,22.7,24.2,27.9,16.61,7.1,14.0,38.9,217,3.15,1,2017,5,18
2017-05-19,53,28.2,22.7,24.8,28.3,19.29,1.8,14.5,40.3,216,3.8,1,2017,5,19
2017-05-20,51,27.7,22.7,24.5,28.0,17.76,1.4,17.0,41.4,219,3.44,1,2017,5,20
2017-05-21,55,28.0,22.7,24.4,28.1,16.5,4.2,13.1,33.8,213,3.29,1,2017,5,21
2017-05-22,61,27.3,22.6,24.1,28.0,12.67,6.6,13.7,35.3,219,2.49,1,2017,5,22
2017-05-23,53,27.3,22.5,24.4,28.3,12.89,1.1,13.0,33.1,212,2.63,1,2017,5,23
2017-05-24,53,28.0,22.7,24.7,28.1,18.78,2.2,16.1,42.5,218,3.69,1,2017,5,24
2017-05-25,51,26.2,22.4,23.9,26.9,13.62,2.2,17.1,43.9,218,2.65,1,2017,5,25
2017-05-26,53,26.6,22.5,23.9,27.1,13.58,2.5,18.3,49.7,216,2.63,1,2017,5,26
2017-05-27,51,26.8,22.6,24.2,27.5,18.0,3.2,17.1,47.5,223,3.34,1,2017,5,27
2017-05-28,55,26.6,22.5,24.0,26.9,16.24,5.2,21.1,56.5,227,3.0,1,2017,5,28
2017-05-29,61,26.7,21.6,23.7,26.4,18.41,11.8,19.3,58.0,230,3.37,1,2017,5,29
2017-05-31,53,25.0,22.0,23.1,26.1,12.21,5.4,18.1,46.4,221,2.28,1,2017,5,31
2017-06-02,61,26.2,21.7,23.2,26.1,14.27,8.0,18.5,52.9,223,2.7,1,2017,6,2
2017-06-03,53,25.3,22.0,23.4,26.7,13.29,4.0,14.9,45.7,222,2.53,1,2017,6,3
2017-06-04,53,27.0,22.3,24.0,27.4,19.87,5.1,17.1,46.1,226,3.63,1,2017,6,4
2017-06-05,53,26.4,22.2,23.7,26.9,16.96,3.4,16.0,43.9,219,3.14,1,2017,6,5
2017-06-06,51,27.2,22.1,24.1,26.9,19.8,1.0,19.9,51.1,222,3.78,1,2017,6,6
2017-06-07,55,25.8,21.8,23.4,26.4,13.24,3.9,15.2,41.4,223,2.54,1,2017,6,7
2017-06-08,51,27.5,21.6,24.1,27.1,21.67,1.7,16.2,44.6,226,4.12,1,2017,6,8
2017-06-09,51,27.1,21.6,23.9,26.7,21.03,2.5,19.5,49.0,226,3.94,1,2017,6,9
2017-06-10,53,26.9,22.1,23.7,26.4,18.86,5.2,17.9,47.9,227,3.58,1,2017,6,10
2017-06-11,51,27.3,21.0,23.8,26.7,19.3,1.7,17.6,46.1,218,3.71,1,2017,6,11
2017-06-12,51,27.8,20.7,24.3,27.5,20.92,0.9,14.0,36.7,218,4.11,1,2017,6,12
2017-06-13,53,27.8,21.8,24.7,28.2,20.65,2.3,14.3,37.8,222,4.02,1,2017,6,13
2017-06-14,51,27.5,22.0,24.3,27.9,17.38,2.1,14.0,37.8,218,3.4,1,2017,6,14
2017-06-15,53,27.9,22.1,24.6,28.1,17.16,1.8,13.0,34.9,214,3.44,1,2017,6,15
2017-06-16,61,27.5,22.0,24.2,27.5,16.51,3.2,12.7,37.1,216,3.26,1,2017,6,16
2017-06-17,53,27.9,22.2,24.6,28.0,19.3,2.1,14.1,36.7,223,3.85,1,2017,6,17
2017-06-18,51,27.6,22.4,24.6,27.9,19.38,2.2,15.7,40.0,220,3.81,1,2017,6,18
2017-06-19,53,27.4,22.5,24.3,27.3,16.64,1.5,16.3,42.5,217,3.32,1,2017,6,19
2017-06-20,53,27.8,21.8,24.2,27.2,18.89,3.9,16.0,42.8,215,3.71,1,2017,6,20
2017-06-21,51,27.8,21.7,24.5,27.4,18.96,0.7,16.1,43.9,217,3.81,1,2017,6,21
2017-06-22,53,27.4,22.3,24.4,27.2,19.7,2.2,16.9,44.6,217,3.88,1,2017,6,22
2017-06-23,53,26.5,21.7,23.6,26.0,17.39,3.1,19.2,49.7,219,3.36,1,2017,6,23
2017-06-24,53,25.2,22.0,23.1,25.6,13.8,6.0,16.1,50.4,216,2.64,1,2017,6,24
2017-06-25,55,25.7,21.9,23.2,25.9,12.7,3.3,16.0,54.0,210,2.5,1,2017,6,25
2017-06-26,53,25.9,21.9,23.5,26.0,16.02,2.5,17.2,51.8,222,3.07,1,2017,6,26
2017-06-27,61,26.5,21.9,23.2,25.8,18.19,7.0,19.7,54.0,225,3.35,1,2017,6,27
2017-06-28,53,26.6,22.1,23.9,26.6,17.19,2.5,18.2,48.2,225,3.36,1,2017,6,28
2017-06-29,51,27.8,20.9,24.2,27.3,20.58,0.3,15.4,40.0,227,4.04,1,2017,6,29
2017-06-30,53,27.9,20.8,24.5,27.6,22.54,1.9,16.2,43.9,225,4.36,1,2017,6,30
2017-07-01,53,27.0,21.8,24.1,27.2,17.85,3.3,15.3,40.3,220,3.5,1,2017,7,1
2017-07-02,53,27.3,21.8,24.1,27.0,17.64,2.1,15.0,37.1,219,3.54,1,2017,7,2
2017-07-03,53,27.8,21.8,24.2,27.4,19.89,2.9,16.2,41.4,224,3.88,1,2017,7,3
2017-07-04,51,28.3,21.2,24.5,27.8,21.38,0.3,13.5,37.4,217,4.28,1,2017,7,4
2017-07-05,51,28.2,20.8,24.4,27.2,21.98,0.4,15.9,41.4,222,4.36,1,2017,7,5
2017-07-06,53,27.1,21.8,23.9,26.7,19.23,3.7,17.3,49.0,227,3.72,1,2017,7,6
2017-07-07,53,26.8,21.7,23.9,26.8,18.71,4.0,17.2,44.6,226,3.61,1,2017,7,7
2017-07-08,53,26.4,21.7,23.8,26.5,17.56,2.7,14.8,40.3,218,3.42,1,2017,7,8
2017-07-09,55,26.2,21.2,23.4,26.0,15.35,4.1,15.5,44.6,214,3.07,1,2017,7,9
2017-07-10,53,26.3,21.3,23.5,26.2,16.59,2.5,14.8,44.6,216,3.22,1,2017,7,10
2017-07-11,53,26.7,21.3,23.8,26.7,19.4,2.9,15.1,49.3,220,3.66,1,2017,7,11
2017-07-12,51,28.6,21.4,24.6,27.8,19.52,1.3,12.2,35.6,218,4.0,0,2017,7,12
2017-07-13,2,28.1,21.6,24.4,27.0,20.55,0.0,16.1,43.6,225,4.16,1,2017,7,13
2017-07-14,51,27.2,21.5,23.9,26.1,17.55,0.7,18.2,47.5,225,3.58,1,2017,7,14
2017-07-15,51,27.7,21.5,24.3,26.6,19.49,0.9,17.7,48.2,222,4.04,1,2017,7,15
2017-07-16,51,27.9,21.8,24.3,26.5,19.63,1.0,18.6,48.6,228,4.06,1,2017,7,16
2017-07-17,51,28.4,22.0,24.5,26.7,19.09,1.1,18.9,49.3,225,4.1,1,2017,7,17
2017-07-18,51,27.8,22.5,24.4,26.4,18.8,1.0,19.3,51.8,223,4.04,1,2017,7,18
2017-07-19,51,28.3,22.8,24.9,27.2,16.75,1.0,16.6,61.2,217,3.75,1,2017,7,19
2017-07-20,51,29.4,22.6,25.6,28.4,21.51,0.2,13.9,46.8,223,4.62,1,2017,7,20
2017-07-21,51,28.9,22.5,25.2,27.8,20.08,0.8,17.7,46.4,224,4.33,1,2017,7,21
2017-07-22,51,28.7,22.5,25.1,27.9,17.83,0.8,15.6,42.8,224,3.86,1,2017,7,22
2017-07-23,51,28.3,22.5,24.8,27.4,18.53,1.4,19.2,48.6,226,3.92,1,2017,7,23
2017-07-24,51,28.9,22.2,25.1,27.9,20.88,0.6,16.6,42.5,223,4.37,0,2017,7,24
2017-07-26,51,29.4,22.2,25.5,28.3,20.94,1.2,15.3,41.0,224,4.5,1,2017,7,26
2017-07-27,53,28.2,22.2,24.6,27.4,20.02,3.8,15.7,43.2,218,4.03,1,2017,7,27
2017-07-28,53,28.2,22.1,24.5,27.1,20.39,5.1,19.1,51.5,227,4.18,1,2017,7,28
2017-07-29,53,28.5,22.0,24.7,28.0,17.0,2.5,13.4,37.1,226,3.5,1,2017,7,29
2017-07-30,63,27.4,22.0,24.0,27.0,17.63,10.6,15.6,40.7,217,3.49,1,2017,7,30
2017-07-31,61,27.6,22.1,23.8,26.8,17.32,5.6,14.1,36.0,214,3.4,1,2017,7,31
2017-08-01,53,27.8,21.7,24.2,27.0,18.08,2.2,17.3,44.3,220,3.66,1,2017,8,1
2017-08-02,53,27.1,21.8,23.8,26.5,19.11,5.2,17.1,48.6,225,3.7,1,2017,8,2
2017-08-03,53,26.8,21.6,23.5,26.0,18.04,4.3,19.3,52.6,232,3.49,1,2017,8,3
2017-08-04,53,26.5,21.6,23.5,26.2,17.87,5.7,18.2,54.7,231,3.32,1,2017,8,4
2017-08-05,55,26.8,21.7,23.6,26.6,20.06,7.1,18.0,59.8,228,3.65,1,2017,8,5
2017-08-06,61,26.0,21.9,23.4,26.3,14.28,9.2,14.5,40.7,218,2.72,1,2017,8,6
2017-08-07,53,26.4,22.1,23.7,26.3,16.11,2.7,16.8,44.3,216,3.18,1,2017,8,7
2017-08-08,53,27.4,21.8,23.9,26.9,13.09,2.1,13.8,35.6,209,2.77,1,2017,8,8
2017-08-09,53,28.2,21.6,24.1,27.2,17.27,2.0,14.2,38.5,216,3.55,1,2017,8,9
2017-08-10,61,28.3,21.5,24.4,27.8,17.54,10.0,10.7,38.9,216,3.65,1,2017,8,10
2017-08-11,53,27.3,21.5,23.6,26.5,18.0,3.9,13.9,36.0,223,3.55,0,2017,8,11
2017-08-12,2,28.5,21.2,24.4,27.5,19.39,0.0,12.1,32.0,219,4.0,1,2017,8,12
2017-08-13,55,27.8,21.4,24.4,28.0,16.74,2.5,10.1,31.0,221,3.44,0,2017,8,13
2017-08-14,3,27.5,21.1,24.3,27.5,15.81,0.0,10.4,29.9,222,3.36,0,2017,8,14
2017-08-15,2,28.6,20.6,24.3,27.2,21.59,0.0,12.9,34.9,224,4.42,0,2017,8,15
2017-08-16,3,28.0,20.6,23.8,26.1,18.81,0.0,15.2,39.6,216,3.96,1,2017,8,16
2017-08-17,51,27.9,20.8,24.2,26.4,21.4,1.3,19.4,50.4,220,4.33,1,2017,8,17
2017-08-18,55,26.2,21.7,23.4,26.0,14.4,11.0,16.3,52.2,218,2.89,1,2017,8,18
2017-08-19,53,26.2,21.7,23.4,26.2,15.99,4.0,16.6,55.4,222,3.03,1,2017,8,19
2017-08-20,53,26.8,21.7,23.4,25.8,19.15,4.5,19.8,54.0,225,3.6,1,2017,8,20
2017-08-21,53,26.7,21.9,23.8,26.2,18.76,3.3,18.4,47.9,226,3.67,1,2017,8,21
2017-08-22,61,26.3,21.4,23.2,26.0,13.96,4.3,15.3,45.7,219,2.71,1,2017,8,22
2017-08-23,61,26.6,21.3,23.6,27.1,18.12,6.9,13.5,36.0,218,3.47,1,2017,8,23
2017-08-24,53,27.8,21.8,24.1,27.3,18.51,2.0,14.3,37.1,215,3.65,1,2017,8,24
2017-08-25,51,27.8,21.2,24.2,27.0,20.58,1.2,16.6,43.9,220,4.07,1,2017,8,25
2017-08-26,51,27.9,21.0,24.1,26.8,24.1,0.5,17.7,45.0,225,4.66,1,2017,8,26
2017-08-27,53,27.1,21.3,23.6,26.1,21.65,4.4,20.8,57.2,223,4.09,1,2017,8,27
2017-08-28,61,27.3,21.7,23.5,25.9,19.05,9.7,20.5,56.2,224,3.64,1,2017,8,28
2017-08-29,53,26.2,21.6,23.3,26.0,17.71,4.6,18.5,48.6,228,3.36,1,2017,8,29
2017-08-30,53,28.2,21.8,24.5,27.8,19.48,1.3,14.8,39.6,226,3.96,1,2017,8,30
2017-08-31,61,29.3,21.7,25.0,29.4,18.68,4.6,9.5,30.2,237,3.83,1,2017,8,31
2017-09-03,61,26.1,21.6,23.4,27.3,11.1,5.6,8.6,27.0,219,2.24,1,2017,9,3
2017-09-04,53,27.5,21.8,23.8,27.9,17.83,3.5,8.7,31.7,223,3.5,1,2017,9,4
2017-09-05,63,26.7,21.2,23.1,26.6,15.9,10.1,11.6,34.6,220,3.04,1,2017,9,5
2017-09-06,63,26.7,21.1,23.2,26.5,16.29,9.5,12.4,35.3,218,3.08,1,2017,9,6
2017-09-07,61,25.7,21.5,22.9,26.4,10.06,9.3,11.5,33.8,206,2.02,1,2017,9,7
2017-09-08,61,26.8,21.6,23.1,26.3,14.44,4.2,15.0,40.7,216,2.78,1,2017,9,8
2017-09-09,55,25.7,21.5,23.0,26.0,14.0,3.1,13.8,45.7,218,2.69,1,2017,9,9
2017-09-10,51,26.8,21.0,23.6,27.1,16.95,1.8,12.6,41.0,212,3.31,1,2017,9,10
2017-09-11,53,27.9,21.0,24.3,28.5,19.04,2.3,10.2,28.8,210,3.77,1,2017,9,11
2017-09-12,63,28.3,21.3,24.0,28.5,19.38,13.0,7.9,28.4,207,3.81,1,2017,9,12
2017-09-14,53,26.5,21.3,23.3,26.2,16.22,2.9,16.9,43.6,212,3.15,0,2017,9,14
2017-09-15,2,27.3,21.0,23.9,26.9,19.77,0.0,14.9,38.9,220,3.86,1,2017,9,15
2017-09-16,51,27.3,21.1,23.9,26.2,22.2,0.7,20.1,51.8,220,4.3,1,2017,9,16
2017-09-17,53,25.0,21.6,23.0,25.3,15.35,4.0,20.4,58.3,219,2.88,1,2017,9,17
2017-09-18,51,26.7,21.5,23.5,26.1,17.46,0.3,18.8,50.8,221,3.39,0,2017,9,18
2017-09-19,3,27.2,21.5,23.8,26.5,23.04,0.0,17.7,47.2,225,4.38,1,2017,9,19
2017-09-20,53,26.5,21.5,23.2,26.1,20.84,3.4,17.3,47.9,225,3.8,1,2017,9,20
2017-09-21,53,26.1,20.3,23.0,25.7,19.8,3.4,16.2,46.1,224,3.66,1,2017,9,21
